oracle_id,oracle_name,round,degree,progress_pct,accuracy,tier,fired,avg_coverage_width,max_coverage_width,total_slack,noisy_flip
1,uniform,44,2,90,0.904761,veryHigh,true,0.104167,0.166667,0.000000,false
1,uniform,45,2,90,0.904761,veryHigh,true,0.104167,0.166667,0.000000,false
1,uniform,46,2,90,0.904761,veryHigh,true,0.104167,0.166667,0.000000,false
1,uniform,47,2,96,0.957936,veryHigh,true,0.048612,0.166667,0.000000,false
1,uniform,48,2,96,0.957936,veryHigh,true,0.048612,0.166667,0.000000,false
1,uniform,49,2,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,50,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,51,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,52,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,53,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,54,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,55,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,56,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,57,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,58,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,59,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,60,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,61,3,97,0.972222,veryHigh,true,0.041667,0.083334,0.000000,false
1,uniform,62,3,97,0.972255,veryHigh,true,0.041617,0.083234,0.000000,false
1,uniform,63,3,97,0.972255,veryHigh,true,0.041617,0.083234,0.000000,false
1,uniform,64,3,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,65,3,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,66,3,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,67,3,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,68,3,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,69,4,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,70,4,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,71,4,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,72,4,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,73,4,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,74,4,96,0.962764,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,75,4,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,76,4,96,0.962764,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,77,4,97,0.972288,veryHigh,true,0.041568,0.083135,0.000000,false
1,uniform,78,4,95,0.953241,veryHigh,true,0.041567,0.083134,0.000000,false
2,single-dominant,1,2,10,0.104833,insufficient,false,0.916588,1.000000,0.000000,false
2,single-dominant,2,2,14,0.144512,insufficient,false,0.833263,1.000000,0.000000,false
2,single-dominant,3,2,19,0.194507,insufficient,false,0.749938,1.000000,0.000000,false
2,single-dominant,4,2,27,0.271880,insufficient,false,0.666613,1.000000,0.000000,false
2,single-dominant,5,2,34,0.342666,insufficient,false,0.576344,1.000000,0.000000,false
2,single-dominant,6,2,42,0.417897,insufficient,false,0.520794,1.000000,0.000000,false
2,single-dominant,7,2,46,0.461464,insufficient,false,0.451357,1.000000,0.000000,false
2,single-dominant,8,2,53,0.528600,insufficient,false,0.376364,1.000000,0.000000,false
2,single-dominant,9,2,58,0.577008,insufficient,false,0.298594,1.000000,0.000000,false
2,single-dominant,10,2,58,0.577008,insufficient,false,0.298594,1.000000,0.000000,false
2,single-dominant,11,2,58,0.577008,insufficient,false,0.298594,1.000000,0.000000,false
2,single-dominant,12,2,58,0.577008,insufficient,false,0.298594,1.000000,0.000000,false
2,single-dominant,13,2,58,0.577008,insufficient,false,0.298594,1.000000,0.000000,false
2,single-dominant,14,2,58,0.577008,insufficient,false,0.298594,1.000000,0.000000,false
2,single-dominant,15,2,58,0.577008,insufficient,false,0.298594,1.000000,0.000000,false
2,single-dominant,16,2,58,0.578613,insufficient,false,0.298582,0.999901,0.000000,false
2,single-dominant,17,2,58,0.578631,insufficient,false,0.298569,0.999802,0.000000,false
2,single-dominant,18,2,58,0.578649,insufficient,false,0.298557,0.999702,0.000000,false
2,single-dominant,19,2,58,0.578649,insufficient,false,0.298557,0.999702,0.000000,false
2,single-dominant,20,2,59,0.585794,insufficient,false,0.298557,0.999702,0.000000,false
2,single-dominant,21,2,59,0.593332,insufficient,false,0.298557,0.999702,0.000000,false
2,single-dominant,22,2,60,0.601668,insufficient,false,0.298557,0.999702,0.000000,false
2,single-dominant,23,2,60,0.602067,insufficient,false,0.298557,0.999702,0.000000,false
2,single-dominant,24,2,60,0.602861,insufficient,false,0.298557,0.999702,0.000000,false
2,single-dominant,25,2,62,0.618167,insufficient,false,0.298527,0.999602,0.000000,false
2,single-dominant,26,2,62,0.623324,insufficient,false,0.298527,0.999602,0.000000,false
2,single-dominant,27,2,63,0.626895,insufficient,false,0.298527,0.999602,0.000000,false
2,single-dominant,28,2,64,0.638934,insufficient,false,0.298523,0.999602,0.000000,false
2,single-dominant,29,2,66,0.655768,insufficient,false,0.298519,0.999602,0.000000,false
2,single-dominant,30,2,66,0.655768,insufficient,false,0.298519,0.999602,0.000000,false
2,single-dominant,31,2,66,0.655768,insufficient,false,0.298519,0.999602,0.000000,false
2,single-dominant,32,2,66,0.659683,insufficient,false,0.298519,0.999602,0.000000,false
2,single-dominant,33,2,66,0.659683,insufficient,false,0.298519,0.999602,0.000000,false
2,single-dominant,34,2,66,0.659868,insufficient,false,0.298373,0.999106,0.000000,false
2,single-dominant,35,2,66,0.659883,insufficient,false,0.298349,0.999103,0.000000,false
2,single-dominant,36,2,66,0.659883,insufficient,false,0.298349,0.999103,0.000000,false
2,single-dominant,37,2,67,0.670839,insufficient,false,0.286435,0.999004,0.000000,false
2,single-dominant,38,2,67,0.673183,insufficient,false,0.286433,0.999004,0.000000,false
2,single-dominant,39,2,69,0.686950,insufficient,false,0.270923,0.998409,0.000000,false
2,single-dominant,40,2,69,0.691492,insufficient,false,0.269823,0.998408,0.000000,false
2,single-dominant,41,2,69,0.691492,insufficient,false,0.269823,0.998408,0.000000,false
2,single-dominant,42,2,70,0.701705,insufficient,false,0.265270,0.998407,0.000000,false
2,single-dominant,43,2,70,0.701705,insufficient,false,0.265270,0.998407,0.000000,false
2,single-dominant,44,2,71,0.710011,insufficient,false,0.254904,0.997219,0.000000,false
2,single-dominant,45,2,71,0.710011,insufficient,false,0.254904,0.997219,0.000000,false
2,single-dominant,46,2,71,0.710011,insufficient,false,0.254904,0.997219,0.000000,false
2,single-dominant,47,2,72,0.718263,insufficient,false,0.247170,0.997219,0.000000,false
2,single-dominant,48,2,72,0.718277,insufficient,false,0.247147,0.997110,0.000000,false
2,single-dominant,49,2,72,0.718277,insufficient,false,0.247147,0.997108,0.000000,false
2,single-dominant,50,2,72,0.718277,insufficient,false,0.247147,0.997108,0.000000,false
2,single-dominant,51,2,72,0.718277,insufficient,false,0.247147,0.997108,0.000000,false
2,single-dominant,52,2,72,0.718278,insufficient,false,0.247146,0.997105,0.000000,false
2,single-dominant,53,2,72,0.718278,insufficient,false,0.247146,0.997105,0.000000,false
2,single-dominant,54,2,72,0.718278,insufficient,false,0.247146,0.997105,0.000000,false
2,single-dominant,55,2,72,0.718278,insufficient,false,0.247146,0.997105,0.000000,false
2,single-dominant,56,2,72,0.718278,insufficient,false,0.247146,0.997105,0.000000,false
2,single-dominant,57,2,72,0.724061,insufficient,false,0.236493,0.997105,0.000000,false
2,single-dominant,58,2,72,0.724089,insufficient,false,0.236470,0.997005,0.000000,false
2,single-dominant,59,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,60,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,61,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,62,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,63,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,64,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,65,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,66,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,67,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,68,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,69,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,70,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,71,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,72,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,73,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,74,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,75,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,76,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,77,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,78,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,79,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,80,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,81,2,72,0.724089,insufficient,false,0.236469,0.997005,0.000000,false
2,single-dominant,82,2,73,0.727829,insufficient,false,0.232303,0.996905,0.000000,false
2,single-dominant,83,2,73,0.727829,insufficient,false,0.232303,0.996904,0.000000,false
2,single-dominant,84,2,73,0.731107,insufficient,false,0.228457,0.996904,0.000000,false
2,single-dominant,85,2,73,0.731134,insufficient,false,0.228434,0.996804,0.000000,false
2,single-dominant,86,2,73,0.731134,insufficient,false,0.228434,0.996804,0.000000,false
3,zero-weight-criterion,1,2,11,0.111905,insufficient,false,0.833334,1.000000,0.000000,false
3,zero-weight-criterion,2,2,20,0.200000,insufficient,false,0.666667,1.000000,0.000000,false
3,zero-weight-criterion,3,2,32,0.320238,insufficient,false,0.500000,1.000000,0.000000,false
3,zero-weight-criterion,4,2,54,0.541904,insufficient,false,0.333334,1.000000,0.000000,false
3,zero-weight-criterion,5,2,72,0.718906,insufficient,false,0.159706,0.200001,0.000000,false
3,zero-weight-criterion,6,2,72,0.718906,insufficient,false,0.159706,0.200001,0.000000,false
3,zero-weight-criterion,7,2,72,0.718906,insufficient,false,0.159705,0.200001,0.000000,false
3,zero-weight-criterion,8,2,72,0.718906,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,9,2,72,0.718906,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,10,2,72,0.718906,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,11,2,72,0.718906,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,12,2,72,0.718906,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,13,2,72,0.718906,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,14,2,72,0.718906,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,15,2,72,0.718906,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,16,2,72,0.721605,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,17,2,72,0.721605,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,18,2,72,0.721605,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,19,2,73,0.725414,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,20,2,73,0.729542,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,21,2,73,0.729542,insufficient,false,0.159705,0.200000,0.000000,false
3,zero-weight-criterion,22,2,73,0.729631,insufficient,false,0.159656,0.200000,0.000000,false
3,zero-weight-criterion,23,2,73,0.729658,insufficient,false,0.159643,0.199901,0.000000,false
3,zero-weight-criterion,24,2,73,0.729658,insufficient,false,0.159643,0.199901,0.000000,false
3,zero-weight-criterion,25,2,73,0.729682,insufficient,false,0.159631,0.199901,0.000000,false
3,zero-weight-criterion,26,2,73,0.733646,insufficient,false,0.159630,0.199901,0.000000,false
3,zero-weight-criterion,27,2,73,0.733646,insufficient,false,0.159630,0.199901,0.000000,false
3,zero-weight-criterion,28,2,73,0.733646,insufficient,false,0.159630,0.199901,0.000000,false
3,zero-weight-criterion,29,2,73,0.734950,insufficient,false,0.159618,0.199901,0.000000,false
3,zero-weight-criterion,30,3,77,0.765651,high,false,0.159606,0.199901,0.000000,false
3,zero-weight-criterion,31,3,77,0.765651,high,false,0.159606,0.199901,0.000000,false
3,zero-weight-criterion,32,3,79,0.789425,high,false,0.156125,0.199901,0.000000,false
3,zero-weight-criterion,33,3,81,0.813722,high,false,0.149188,0.199901,0.000000,false
3,zero-weight-criterion,34,3,85,0.845411,high,false,0.138781,0.199900,0.000000,false
3,zero-weight-criterion,35,3,86,0.861452,veryHigh,false,0.133003,0.199900,0.000000,false
3,zero-weight-criterion,36,3,88,0.876209,veryHigh,false,0.124855,0.199702,0.000000,false
3,zero-weight-criterion,37,3,88,0.876250,veryHigh,false,0.124814,0.199604,0.000000,false
3,zero-weight-criterion,38,3,88,0.876250,veryHigh,false,0.124814,0.199604,0.000000,false
3,zero-weight-criterion,39,3,94,0.938566,veryHigh,false,0.062439,0.166584,0.000000,false
3,zero-weight-criterion,40,3,95,0.951820,veryHigh,false,0.045118,0.166583,0.000000,false
3,zero-weight-criterion,41,3,95,0.951820,veryHigh,false,0.045117,0.166583,0.000000,false
3,zero-weight-criterion,42,3,95,0.951820,veryHigh,false,0.045117,0.166584,0.000000,false
3,zero-weight-criterion,43,3,95,0.951821,veryHigh,false,0.045117,0.166584,0.000000,false
3,zero-weight-criterion,44,3,95,0.951821,veryHigh,false,0.045117,0.166584,0.000000,false
3,zero-weight-criterion,45,3,95,0.951821,veryHigh,false,0.045117,0.166583,0.000000,false
3,zero-weight-criterion,46,3,95,0.951821,veryHigh,false,0.045117,0.166583,0.000000,false
3,zero-weight-criterion,47,3,96,0.959832,veryHigh,true,0.040575,0.166501,0.000000,false
3,zero-weight-criterion,48,3,96,0.959832,veryHigh,true,0.040575,0.166501,0.000000,false
3,zero-weight-criterion,49,3,96,0.959832,veryHigh,true,0.040575,0.166501,0.000000,false
3,zero-weight-criterion,50,3,96,0.959832,veryHigh,true,0.040575,0.166501,0.000000,false
3,zero-weight-criterion,51,3,96,0.959832,veryHigh,true,0.040575,0.166501,0.000000,false
3,zero-weight-criterion,52,3,96,0.959832,veryHigh,true,0.040575,0.166501,0.000000,false
3,zero-weight-criterion,53,3,96,0.959832,veryHigh,true,0.040575,0.166501,0.000000,false
3,zero-weight-criterion,54,3,96,0.959832,veryHigh,true,0.040575,0.166501,0.000000,false
3,zero-weight-criterion,55,3,96,0.959832,veryHigh,true,0.040575,0.166501,0.000000,false
4,linear-control,1,2,10,0.104833,insufficient,false,0.916588,1.000000,0.000000,false
4,linear-control,2,2,14,0.144512,insufficient,false,0.833263,1.000000,0.000000,false
4,linear-control,3,2,19,0.194507,insufficient,false,0.749938,1.000000,0.000000,false
4,linear-control,4,2,27,0.271880,insufficient,false,0.666613,1.000000,0.000000,false
4,linear-control,5,2,34,0.342666,insufficient,false,0.576344,1.000000,0.000000,false
4,linear-control,6,2,37,0.370092,insufficient,false,0.548512,0.999901,0.000000,false
4,linear-control,7,2,39,0.389779,insufficient,false,0.520733,0.999900,0.000000,false
4,linear-control,8,2,40,0.403754,insufficient,false,0.492955,0.999900,0.000000,false
4,linear-control,9,2,41,0.406618,insufficient,false,0.465176,0.999900,0.000000,false
4,linear-control,10,2,42,0.422569,insufficient,false,0.451218,0.999702,0.000000,false
4,linear-control,11,2,44,0.439636,insufficient,false,0.437325,0.999701,0.000000,false
4,linear-control,12,2,46,0.456778,insufficient,false,0.423433,0.999701,0.000000,false
4,linear-control,13,2,48,0.475577,insufficient,false,0.406776,0.999701,0.000000,false
4,linear-control,14,2,48,0.479679,insufficient,false,0.392762,0.999304,0.000000,false
4,linear-control,15,2,48,0.479680,insufficient,false,0.392762,0.999302,0.000000,false
4,linear-control,16,2,48,0.481920,insufficient,false,0.392749,0.999203,0.000000,false
4,linear-control,17,2,48,0.481938,insufficient,false,0.392737,0.999103,0.000000,false
4,linear-control,18,2,49,0.488156,insufficient,false,0.392724,0.999003,0.000000,false
4,linear-control,19,2,49,0.488179,insufficient,false,0.392712,0.999003,0.000000,false
4,linear-control,20,2,49,0.490127,insufficient,false,0.392687,0.999003,0.000000,false
4,linear-control,21,2,49,0.490154,insufficient,false,0.392670,0.999003,0.000000,false
4,linear-control,22,2,49,0.490173,insufficient,false,0.392658,0.999002,0.000000,false
4,linear-control,23,2,49,0.490987,insufficient,false,0.392644,0.998902,0.000000,false
4,linear-control,24,2,49,0.493127,insufficient,false,0.392583,0.998703,0.000000,false
4,linear-control,25,2,49,0.493240,insufficient,false,0.392583,0.998703,0.000000,false
4,linear-control,26,2,49,0.494672,insufficient,false,0.392583,0.998703,0.000000,false
4,linear-control,27,2,50,0.495194,insufficient,false,0.392556,0.998703,0.000000,false
4,linear-control,28,2,50,0.495212,insufficient,false,0.392541,0.998603,0.000000,false
4,linear-control,29,2,50,0.497081,insufficient,false,0.392466,0.998303,0.000000,false
4,linear-control,30,2,50,0.499025,insufficient,false,0.392436,0.998103,0.000000,false
4,linear-control,31,2,50,0.499445,insufficient,false,0.392384,0.997903,0.000000,false
4,linear-control,32,2,50,0.499445,insufficient,false,0.392384,0.997903,0.000000,false
4,linear-control,33,2,50,0.499445,insufficient,false,0.392384,0.997903,0.000000,false
4,linear-control,34,2,51,0.512128,insufficient,false,0.392365,0.997903,0.000000,false
4,linear-control,35,2,51,0.514466,insufficient,false,0.392365,0.997903,0.000000,false
4,linear-control,36,2,51,0.514470,insufficient,false,0.392360,0.997903,0.000000,false
4,linear-control,37,2,52,0.517999,insufficient,false,0.392349,0.997903,0.000000,false
4,linear-control,38,2,52,0.520814,insufficient,false,0.392334,0.997903,0.000000,false
4,linear-control,39,2,53,0.526058,insufficient,false,0.390253,0.997604,0.000000,false
4,linear-control,40,2,53,0.533644,insufficient,false,0.388758,0.997604,0.000000,false
4,linear-control,41,2,54,0.535637,insufficient,false,0.388758,0.997604,0.000000,false
4,linear-control,42,2,55,0.549024,insufficient,false,0.382424,0.997480,0.000000,false
4,linear-control,43,2,55,0.554058,insufficient,false,0.381372,0.997355,0.000000,false
4,linear-control,44,2,55,0.554100,insufficient,false,0.381334,0.997303,0.000000,false
4,linear-control,45,2,56,0.556649,insufficient,false,0.380291,0.997303,0.000000,false
4,linear-control,46,2,56,0.557430,insufficient,false,0.379125,0.997303,0.000000,false
4,linear-control,47,2,56,0.558892,insufficient,false,0.376762,0.997204,0.000000,false
4,linear-control,48,2,56,0.559495,insufficient,false,0.373508,0.996805,0.000000,false
4,linear-control,49,2,56,0.561455,insufficient,false,0.373402,0.996805,0.000000,false
4,linear-control,50,2,56,0.562009,insufficient,false,0.372609,0.996805,0.000000,false
4,linear-control,51,2,56,0.562238,insufficient,false,0.365581,0.996505,0.000000,false
4,linear-control,52,2,56,0.562557,insufficient,false,0.365500,0.996505,0.000000,false
4,linear-control,53,2,56,0.563666,insufficient,false,0.364395,0.996505,0.000000,false
4,linear-control,54,2,57,0.565091,insufficient,false,0.361989,0.996505,0.000000,false
4,linear-control,55,2,57,0.565284,insufficient,false,0.361818,0.995909,0.000000,false
4,linear-control,56,2,57,0.565372,insufficient,false,0.361208,0.995908,0.000000,false
4,linear-control,57,2,57,0.565388,insufficient,false,0.361208,0.995908,0.000000,false
4,linear-control,58,2,57,0.565388,insufficient,false,0.361208,0.995908,0.000000,false
4,linear-control,59,2,57,0.565457,insufficient,false,0.361207,0.995908,0.000000,false
4,linear-control,60,2,57,0.565457,insufficient,false,0.361207,0.995908,0.000000,false
4,linear-control,61,2,57,0.565457,insufficient,false,0.361207,0.995909,0.000000,false
4,linear-control,62,2,57,0.565586,insufficient,false,0.361196,0.995909,0.000000,false
4,linear-control,63,2,57,0.565893,insufficient,false,0.360314,0.995806,0.000000,false
4,linear-control,64,2,57,0.567745,insufficient,false,0.354809,0.995806,0.000000,false
4,linear-control,65,2,58,0.579227,insufficient,false,0.340838,0.995509,0.000000,false
4,linear-control,66,2,58,0.580192,insufficient,false,0.340119,0.995509,0.000000,false
4,linear-control,67,2,58,0.580246,insufficient,false,0.340117,0.995509,0.000000,false
4,linear-control,68,2,58,0.581061,insufficient,false,0.336491,0.995509,0.000000,false
4,linear-control,69,2,58,0.583257,insufficient,false,0.334674,0.995408,0.000000,false
4,linear-control,70,2,60,0.598480,insufficient,false,0.334674,0.995408,0.000000,false
4,linear-control,71,2,66,0.657664,insufficient,false,0.308289,0.995408,0.000000,false
4,linear-control,72,2,66,0.659562,insufficient,false,0.306956,0.995408,0.000000,false
4,linear-control,73,2,66,0.660637,insufficient,false,0.306954,0.995408,0.000000,false
4,linear-control,74,2,67,0.666889,insufficient,false,0.301396,0.994946,0.000000,false
4,linear-control,75,2,67,0.672088,insufficient,false,0.296490,0.994617,0.000000,false
4,linear-control,76,2,67,0.672088,insufficient,false,0.296490,0.994617,0.000000,false
4,linear-control,77,2,67,0.672088,insufficient,false,0.296490,0.994617,0.000000,false
4,linear-control,78,2,67,0.672088,insufficient,false,0.296490,0.994617,0.000000,false
4,linear-control,79,2,67,0.672498,insufficient,false,0.296490,0.994617,0.000000,false
4,linear-control,80,2,72,0.720040,insufficient,false,0.270383,0.971013,0.000000,false
4,linear-control,81,2,72,0.722236,insufficient,false,0.269803,0.964549,0.000000,false
4,linear-control,82,2,72,0.722966,insufficient,false,0.269743,0.964352,0.000000,false
4,linear-control,83,2,72,0.723692,insufficient,false,0.269591,0.964352,0.000000,false
4,linear-control,84,2,72,0.723692,insufficient,false,0.269591,0.964352,0.000000,false
4,linear-control,85,2,74,0.736244,insufficient,false,0.253428,0.957453,0.000000,false
4,linear-control,86,2,74,0.736244,insufficient,false,0.253428,0.957453,0.000000,false
4,linear-control,87,2,74,0.736244,insufficient,false,0.253428,0.957453,0.000000,false
4,linear-control,88,2,74,0.736245,insufficient,false,0.253427,0.957449,0.000000,false
4,linear-control,89,2,74,0.738410,insufficient,false,0.253364,0.957248,0.000000,false
4,linear-control,90,2,90,0.900897,veryHigh,false,0.092246,0.184357,0.000000,false
5,front-loaded,1,2,10,0.104833,insufficient,false,0.916588,1.000000,0.000000,false
5,front-loaded,2,2,14,0.144512,insufficient,false,0.833263,1.000000,0.000000,false
5,front-loaded,3,2,19,0.194507,insufficient,false,0.749938,1.000000,0.000000,false
5,front-loaded,4,2,27,0.271880,insufficient,false,0.666613,1.000000,0.000000,false
5,front-loaded,5,2,34,0.342666,insufficient,false,0.576344,1.000000,0.000000,false
5,front-loaded,6,2,37,0.370092,insufficient,false,0.548512,0.999901,0.000000,false
5,front-loaded,7,2,39,0.389779,insufficient,false,0.520733,0.999900,0.000000,false
5,front-loaded,8,2,40,0.403754,insufficient,false,0.492955,0.999900,0.000000,false
5,front-loaded,9,2,41,0.406618,insufficient,false,0.465176,0.999900,0.000000,false
5,front-loaded,10,2,42,0.422569,insufficient,false,0.451218,0.999702,0.000000,false
5,front-loaded,11,2,44,0.439636,insufficient,false,0.437325,0.999701,0.000000,false
5,front-loaded,12,2,46,0.456778,insufficient,false,0.423433,0.999701,0.000000,false
5,front-loaded,13,2,48,0.475577,insufficient,false,0.406776,0.999701,0.000000,false
5,front-loaded,14,2,48,0.479679,insufficient,false,0.392762,0.999304,0.000000,false
