id,band,album,created_at,db_had_release_group,db_had_artwork,mb_status,live_found_release_group,found_by_shipped_filter,found_by_relaxed_filter,releases_in_group_checked,live_genres,verdict
74050a54-d8ce-41a5-8c3e-cbcfd27abe4d,Carian,Carian,2026-07-23T20:14:38.112832+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
65de10a2-ea20-4427-97cf-8a38df2a981b,Volubilis,Theasterion,2026-07-13T09:32:35.679393+00:00,true,false,ok,true,false,false,0,,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
929d5fa0-1a79-437f-a27f-d8c04d5d7f78,Raphael Weinroth-Browne,Empyrean,2026-09-10T21:26:43.609089+00:00,true,false,ok,true,false,false,0,baroque; classical crossover; experimental,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
0f9498da-260c-4919-8015-33df9db6c4ac,Witherhoard,For All Who Have Been Broken,2026-07-23T20:14:38.112832+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
f01196e4-37b2-4fef-b393-ef43c4bcedac,Trichomoniasis,Containment Facility,2026-07-13T09:32:35.679393+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
8c5ca7a8-7067-4193-a9ba-975127bc904f,Mike Murray,Convergence,2026-07-24T20:21:08.319218+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
289b1770-a42d-495a-8407-a30a32b26cbe,Coma Control,Shed the Sleep,2026-08-29T21:31:51.45791+00:00,true,false,ok,true,false,false,0,death metal,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
34ed6b18-8ad6-45dd-846f-305b55c58fba,Bring Me The Horizon,Count Your Blessings Repented,2026-08-30T21:52:02.576916+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
5b7d9a49-8446-4283-82e8-02f5e72fe200,Vetter,Sort var Bogen der Bragte Os Hid,2026-08-06T21:18:20.757268+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
35f46214-fd19-403b-ac79-0d2fa1f7e3e8,Doomcult,Sacrifice All Life,2026-07-16T19:29:43.173255+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
fca54beb-45f0-458a-8853-26c21ea48f03,Nihil Admiral,"The Axes, the Flesh Hooks and the Spits",2026-09-13T21:16:30.444019+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
4d12b5ef-0296-4351-ae6b-c6318c80239f,Lord Carrion,Man Made Hell,2026-08-21T19:32:55.443201+00:00,true,false,ok,true,false,false,0,,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
a6343335-042f-4569-a060-81bf506bcba5,Noveria,Becoming After,2026-08-21T19:32:55.443201+00:00,true,false,ok,true,false,false,1,power metal,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
56217b83-2c6e-46c5-a617-85046a98f920,Utilize the Remains,Meaningless Existence,2026-08-19T19:25:05.908101+00:00,true,false,ok,true,false,false,0,brutal death metal,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
666972c2-dd43-47a1-a0cd-976fede77703,Sinthetik Sentienz,Totalitarian,2026-07-26T20:11:38.911499+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
9bfe7191-d631-44a1-8e41-84ea76e30fb6,Vmbra,Polylith,2026-07-30T19:26:04.015537+00:00,true,false,ok,true,false,false,1,progressive metal; rock,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
05ebd60b-3d8f-42f9-b56c-4985097c232f,Rigor Sardonicous,Diatriba Deorum,2026-07-30T19:26:04.015537+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
d02bda2f-5e35-4ed7-8d3e-98e048af543e,The Emerald Dawn,"The Land, the Sea, the Air (Volume II)",2026-09-06T21:10:15.294762+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
624cd022-9297-4845-a64e-f9347a821374,slq,Crown Shyness,2026-08-17T19:30:18.757087+00:00,true,false,ok,true,true,false,0,,Already fixable today — shipped code should have found this (re-check for a transient failure)
786eac3d-ad75-4e09-b030-b2823e5e188b,Die Entweihung,Worldwide Terror,2026-08-07T19:57:52.683107+00:00,false,false,error,false,false,false,0,,"MB request error even after retry — transient failure, not a real verdict, re-run later"
9828b055-b24d-4f98-af21-ed09d55b857c,Darkwave,Evanescent Horizons,2026-08-13T08:22:36.830537+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
03ed2619-71ce-4eff-a8d7-284ec1bd90cb,Fane,Armageddon Scars,2026-08-31T14:52:38.596862+00:00,true,false,ok,true,false,false,0,,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
3d62bacb-58b8-4e45-95e7-d465b93e447b,Marceline,In Spite of Time,2026-09-05T21:03:29.766067+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
9a802856-4695-482b-aa93-bbd91752b01a,Zzyzx Nonexistent Bandxyz123,Totally Fake Album Qwerty9000,2026-07-15T20:12:34.998378+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
c714d5f9-9149-42e6-ab99-26d934234d14,Wyrdstæf,Primordial Bloodlines,2026-09-14T13:40:48.950273+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
b18c93f9-1e10-4048-b184-8a6e98e9603b,Jupiter,The Pantheon ~Age of Heroes~,2026-09-11T21:34:39.913242+00:00,true,false,ok,true,false,false,1,visual kei,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
754b7c34-98de-4898-8f96-401a18decae6,Heavenwood,The Tarot Of The Bohemians Part II,2026-08-18T19:31:05.65236+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
883171b1-d47e-4ee9-874d-c903d294c067,Unknown,Graveyard of Empires,2026-09-11T21:34:39.913242+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
318d03ab-aea8-4133-8b55-ee93b8841277,Aucausal Intrusion,Vomit Meditations,2026-09-04T21:18:55.339227+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
9e2103d5-5033-4d8e-b767-5d1948ac6d48,Mourning Wood,Rise & Shine,2026-09-15T22:06:29.808975+00:00,false,false,ok,true,false,false,1,,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
3610d2a6-90d0-4cb2-acd5-cfedf00bd5a1,Xié Gòu,无何有 (Wu He You),2026-09-03T21:38:50.764461+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
067e9bf3-51f8-4f32-bd95-1da48c5c71af,Glory of Kings,Roots of the Past,2026-08-29T12:59:33.922747+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
cff3b400-353e-4d26-948b-aa1cb07d60c0,The Noctambulant,Revival,2026-09-16T21:55:36.759371+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
3bd1508a-0dee-493f-a2e6-ddd5a84c5189,Grey Shores,Dark Waters of Night,2026-09-16T21:55:36.759371+00:00,true,false,ok,true,false,false,0,,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
c6c1937d-2332-4754-810d-b52c33f88b62,Bees Made Honey In The Vein Tree,In Between Strides,2026-09-16T21:55:36.759371+00:00,false,false,error,false,false,false,0,,"MB request error even after retry — transient failure, not a real verdict, re-run later"
315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84,W.M.D.,Against All Warnings,2026-07-17T12:24:12.314057+00:00,true,false,ok,true,false,false,0,thrash metal,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
f828f005-2805-4a23-a10a-45c803eef67f,Leprous,Pula,2026-07-29T13:54:38.964779+00:00,false,false,not_found,false,false,false,0,,MB search found nothing at all — needs manual look (too new / typo / not on MB / title has noise)
ee583b7a-d689-4fad-b018-a972389753f4,Left Eye Perspective,Horizons,2026-08-29T12:59:33.922747+00:00,true,false,ok,true,false,false,1,,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
0208431a-5547-413d-b1b0-c818bfd6a8cc,Urakka,The Bridge,2026-08-29T12:59:33.922747+00:00,true,false,ok,true,false,false,0,,"MB knows the release, but genuinely no approved artwork on CAA for any release in the group"
de5f4a5d-ade9-4f1f-840e-7881e8b6d2a8,Xenith,To No Avail,2026-08-29T12:59:33.922747+00:00,true,false,ok,true,true,false,0,metal,Already fixable today — shipped code should have found this (re-check for a transient failure)
