session,n,degree,accuracy,tier,fired,last_change_answer_index,avg_coverage_width,max_coverage_width,total_slack,top10,point_vec
A70,11,2,0.722821,insufficient,false,0,0.159762387,0.200120800,0.000400000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000065 0.000000156 0.000000248 0.166733408 0.000000065 0.000000156 0.000000248 0.166733408 0.000000065 0.000000156 0.000000248 0.166633296 0.000000065 0.000000156 0.000000248 0.166533184 0.000000065 0.000000156 0.000000248 0.166733408 0.000000065 0.000000156 0.000000248 0.166633296
A70,12,2,0.722866,insufficient,false,0,0.159714650,0.200060600,0.000400000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000058 0.000000139 0.000000221 0.166733400 0.000000058 0.000000139 0.000000221 0.166733400 0.000000058 0.000000139 0.000000221 0.166633300 0.000000058 0.000000139 0.000000221 0.166533200 0.000000058 0.000000139 0.000000221 0.166733400 0.000000058 0.000000139 0.000000221 0.166633300
A70,13,2,0.722866,insufficient,false,0,0.159714650,0.200060600,0.000400000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|53197803-17b8-41a3-8ba5-de1932edfb99|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6,0.000000057 0.000000138 0.000000219 0.166733399 0.000000057 0.000000138 0.000000219 0.166733399 0.000000057 0.000000138 0.000000219 0.166633300 0.000000057 0.000000138 0.166533120 0.166533201 0.000000057 0.000000138 0.000000219 0.166733399 0.000000057 0.000000138 0.000000219 0.166633300
A70,14,2,0.722866,insufficient,false,0,0.159714587,0.200060600,0.000400000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000057 0.000000137 0.000000218 0.166733399 0.000000057 0.000000137 0.000000218 0.166733399 0.000000057 0.000000137 0.000000218 0.166633301 0.166532961 0.166533041 0.166533122 0.166533202 0.000000057 0.000000137 0.000000218 0.166733399 0.000000057 0.000000137 0.000000218 0.166633301
A70,15,2,0.722814,insufficient,false,0,0.159765638,0.200120400,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000047 0.000000114 0.166616559 0.166616626 0.000000047 0.000000114 0.000000181 0.166716708 0.000000047 0.166616492 0.166616559 0.166616626 0.000000047 0.000000114 0.166516477 0.166516544 0.000000047 0.166716574 0.166716641 0.166716708 0.000000047 0.166816656 0.166816723 0.166816789
A70,16,2,0.723798,insufficient,false,0,0.159753229,0.200120400,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000047 0.000000113 0.166699961 0.166700027 0.000000047 0.000000113 0.000100284 0.166700027 0.000000047 0.166599813 0.166599880 0.166599946 0.000000047 0.000000113 0.000000180 0.166499865 0.000000047 0.166699894 0.166699961 0.166700027 0.000000047 0.166799976 0.166800042 0.166800108
A70,17,2,0.723817,insufficient,false,0,0.159744963,0.200120400,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000047 0.000000113 0.000000179 0.166683347 0.000000047 0.000000113 0.000100283 0.166683347 0.000000047 0.000000113 0.000000179 0.166683347 0.166583068 0.166583134 0.166583200 0.166583266 0.000000047 0.166583111 0.166583177 0.166683347 0.000000047 0.166683215 0.166683281 0.166683347
A70,18,2,0.723854,insufficient,false,0,0.159728321,0.200060267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000042 0.000000101 0.000000161 0.166683345 0.000000042 0.166483039 0.166683286 0.166683345 0.000000042 0.000000101 0.000000161 0.166683345 0.000000042 0.000000101 0.000000161 0.166583273 0.000000042 0.000000101 0.000000161 0.166683345 0.166583073 0.166583133 0.166683286 0.166683345
A70,19,2,0.723872,insufficient,false,0,0.159715921,0.200060267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000042 0.000000101 0.000000160 0.166666667 0.000000042 0.000000101 0.166666608 0.166666667 0.000100135 0.000100194 0.166666608 0.166666667 0.000000042 0.000000101 0.000000160 0.166566594 0.000000042 0.000000101 0.166466421 0.166666667 0.000200208 0.000200267 0.166766680 0.166766739
A70,20,2,0.723890,insufficient,false,0,0.159703521,0.200060267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000042 0.000000100 0.166666608 0.166666667 0.166466304 0.166466363 0.166666608 0.166666667 0.000000042 0.000000100 0.000100252 0.166666667 0.000000063 0.166566477 0.166566536 0.166566595 0.000000042 0.000000100 0.000000159 0.166666667 0.000000042 0.000000100 0.000100252 0.166766739
A70,21,2,0.737098,insufficient,false,0,0.159682771,0.200060267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000041 0.000000100 0.166666612 0.166666670 0.000000041 0.000100193 0.166666612 0.166666670 0.000000041 0.000000100 0.166466426 0.166666670 0.000000041 0.166566460 0.166566519 0.166566578 0.000000041 0.000000100 0.166366334 0.166666670 0.000300298 0.000300357 0.166766683 0.166766742
A70,22,2,0.737119,insufficient,false,0,0.159670313,0.200060267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000041 0.000100192 0.166733323 0.166733381 0.000000041 0.000100192 0.166733323 0.166733381 0.000000041 0.000100213 0.166633251 0.166633310 0.000000083 0.166533121 0.166533180 0.166533238 0.000000041 0.000100213 0.166533159 0.166733381 0.000000041 0.000100213 0.166633251 0.166633310
A70,23,2,0.738728,insufficient,false,0,0.159657813,0.200060267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6,0.000000041 0.000200283 0.000300433 0.166700024 0.000000041 0.000100191 0.166699966 0.166700024 0.000000041 0.000000099 0.000100249 0.166599953 0.000000041 0.000000099 0.166499823 0.166499881 0.000000041 0.000000099 0.000000157 0.166700024 0.000300296 0.000300354 0.166800037 0.166800095
A70,24,2,0.743417,insufficient,false,0,0.156187653,0.200060267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6,0.083283221 0.166566460 0.166666609 0.166666667 0.000000041 0.083283279 0.083483520 0.166666667 0.000000041 0.000000099 0.000100248 0.166666667 0.000000041 0.000000099 0.166566538 0.166566596 0.000000041 0.083483441 0.083483499 0.166666667 0.000000041 0.083483441 0.083583591 0.166766737
A70,25,2,0.743900,insufficient,false,0,0.156183507,0.200060267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|8107a1c4-56f7-481c-87ad-c3025320316e|b8a3b8a8-105a-496f-aaff-0fc942460b0b|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.083299900 0.166599817 0.166699966 0.166700024 0.000000041 0.000100189 0.083500197 0.166700024 0.000000041 0.000000098 0.083199924 0.166599953 0.000000041 0.000000098 0.000000156 0.166499882 0.000000041 0.083400021 0.083400079 0.166700024 0.000100139 0.083500119 0.166800036 0.166800094
A70,26,2,0.752157,high,false,26,0.156171091,0.200060267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|9867b457-c406-4955-8576-b692a26555f0|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.083208170 0.166516426 0.166616574 0.166616632 0.000000041 0.083308297 0.083508536 0.166716702 0.000100111 0.166516426 0.166616574 0.166616632 0.000000041 0.000000098 0.166516504 0.166516561 0.000000041 0.083408360 0.083408418 0.166716702 0.000100138 0.083508458 0.083608606 0.166816772
A70,27,2,0.752159,high,false,27,0.156171091,0.200060267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.083208170 0.166516427 0.166616575 0.166616632 0.000000040 0.083308297 0.083508535 0.166716702 0.000100110 0.083408408 0.166616575 0.166616632 0.000000040 0.000000098 0.000000155 0.166516562 0.000000040 0.000000098 0.000000155 0.166716702 0.083508400 0.083508458 0.083608605 0.166816772
A70,28,2,0.752180,high,false,27,0.156158716,0.199961267,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000040 0.083291619 0.083391766 0.166683345 0.000000040 0.000100187 0.083491856 0.166683345 0.000100110 0.166583141 0.166683288 0.166683345 0.000000040 0.000000097 0.000000154 0.166583275 0.000100137 0.083391709 0.083391766 0.166683345 0.083291569 0.166583141 0.166683288 0.166683345
A70,29,2,0.766069,high,false,27,0.152623402,0.199862000,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000040 0.083308298 0.083408444 0.166616632 0.000000040 0.083208208 0.083508534 0.166716701 0.000100110 0.083408407 0.166616575 0.166616632 0.166516392 0.166516449 0.166516506 0.166516563 0.083208158 0.083208215 0.083308361 0.166716701 0.083508400 0.083508457 0.083708693 0.166816771
A70,30,2,0.767338,high,false,27,0.152623381,0.199862000,0.000600000,28d4eb6e-90da-46f4-a0f0-3d3343a49ba3|29fd11cd-a3cf-4ead-a1d7-311dd6b8e0cf|2af5876e-26eb-4fdf-910f-dc48657c5959|2cb7d5e6-de25-45f7-9e35-f64c8fd41321|315c9dd2-fbc9-4c8c-bc7c-a4a37614dc84|422f34a7-7ed9-4d62-a5df-8da3ca6e25e3|74f55ca7-59df-45e6-9b98-ddd52bd27669|8107a1c4-56f7-481c-87ad-c3025320316e|e44ffad1-8763-48b6-819d-5d2c6df576c6|f53bda1f-a118-4ee7-be66-69a82b211914,0.000000040 0.083258257 0.083458485 0.166616632 0.000000040 0.083258249 0.083558574 0.166716701 0.000100109 0.083458448 0.166616576 0.166616632 0.166516393 0.166516450 0.166516506 0.166516563 0.083258200 0.083358339 0.083458485 0.166716701 0.083358276 0.083458415 0.083658650 0.166816770
